模型,检查点,层类型/阶段,算子名称,执行阶段,数据精度,测量类型,算子规模/shape,latency_us,TFLOPS/带宽,sglang入口/调度,底层Kernel/库,后端/实现,测试来源/状态,备注/缺口/发现
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[16,6144]",49.87,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=16] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[32,6144]x[6144,9216] aligned(6144,9216)",58.46,61.99,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=32] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[32,128] top4",61.27,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=32] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[32,4,6144]->[32,6144]",51.46,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=32] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[32,6144]",50.26,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=32] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[64,6144]x[6144,9216] aligned(6144,9216)",58.68,123.51,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=64] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[64,128] top4",60.65,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=64] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[64,4,6144]->[64,6144]",51.51,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=64] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[64,6144]",50.34,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=64] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[128,6144]x[6144,9216] aligned(6144,9216)",59.33,244.33,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=128] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[128,128] top4",62.27,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=128] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[128,4,6144]->[128,6144]",51.66,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=128] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[128,6144]",50.27,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=128] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),sweep,"[256,6144]x[6144,9216] aligned(6144,9216)",60.69,477.67,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[decode_B=256] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,sweep,"[256,128] top4",63.05,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",[decode_B=256] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,sweep,"[256,4,6144]->[256,6144]",54.63,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",[decode_B=256] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,sweep,"[256,6144]",50.49,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",[decode_B=256] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),sweep,"128x[16,6144]x[6144,6144]",650.58,237.66,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",[tokens_per_expert=16] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),sweep,"128x[32,6144]x[6144,6144]",893.13,346.24,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",[tokens_per_expert=32] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),sweep,"128x[64,6144]x[6144,6144]",1352.37,457.33,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",[tokens_per_expert=64] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),sweep,"128x[128,6144]x[6144,6144]",2431.08,508.81,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",[tokens_per_expert=128] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),sweep,"128x[256,6144]x[6144,6144]",3102.97,797.27,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",[tokens_per_expert=256] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),sweep,"128x[512,6144]x[6144,6144]",5189.27,953.47,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",[tokens_per_expert=512] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),sweep,"128x[1024,6144]x[6144,6144]",9746.2,1015.33,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",[tokens_per_expert=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[1,6144]x[6144,6144] (masked, padded M=128)",263.44,4.59,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=1] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[2,6144]x[6144,6144] (masked, padded M=128)",263.2,9.18,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=2] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[4,6144]x[6144,6144] (masked, padded M=128)",263.13,18.36,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=4] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[8,6144]x[6144,6144] (masked, padded M=128)",263.78,36.63,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=8] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[16,6144]x[6144,6144] (masked, padded M=128)",263.93,73.23,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=16] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[32,6144]x[6144,6144] (masked, padded M=128)",263.85,146.51,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=32] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[64,6144]x[6144,6144] (masked, padded M=128)",264.01,292.82,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=64] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),sweep,"16x[128,6144]x[6144,6144] (masked, padded M=128)",263.53,586.71,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",[masked_m=128] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,GQA attention (dense),prefill,BF16,sweep,"q[1024,64,128] kv[1024,4,128]",319.04,53.85,kernel-harness microbench,"flashinfer single_prefill (GQA 64/4, causal)","flashinfer single_prefill (GQA 64/4, causal)","microbench (本session, M3 shapes)",[prefill_seqlen=1024] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,GQA attention (dense),prefill,BF16,sweep,"q[2048,64,128] kv[2048,4,128]",736.36,93.32,kernel-harness microbench,"flashinfer single_prefill (GQA 64/4, causal)","flashinfer single_prefill (GQA 64/4, causal)","microbench (本session, M3 shapes)",[prefill_seqlen=2048] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,GQA attention (dense),prefill,BF16,sweep,"q[4096,64,128] kv[4096,4,128]",2064.21,133.16,kernel-harness microbench,"flashinfer single_prefill (GQA 64/4, causal)","flashinfer single_prefill (GQA 64/4, causal)","microbench (本session, M3 shapes)",[prefill_seqlen=4096] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,GQA attention (dense),prefill,BF16,sweep,"q[8192,64,128] kv[8192,4,128]",6742.72,163.07,kernel-harness microbench,"flashinfer single_prefill (GQA 64/4, causal)","flashinfer single_prefill (GQA 64/4, causal)","microbench (本session, M3 shapes)",[prefill_seqlen=8192] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,GQA attention (dense),prefill,BF16,sweep,"q[16384,64,128] kv[16384,4,128]",25664.37,171.37,kernel-harness microbench,"flashinfer single_prefill (GQA 64/4, causal)","flashinfer single_prefill (GQA 64/4, causal)","microbench (本session, M3 shapes)",[prefill_seqlen=16384] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
